Function	Gene Name	kon_ESC	koff_ESC	OR_ESC	kon_MAF	koff_MAF	OR_MAF				
mRNA Processing	Rnf20	0.27421873	1.03634971	0.696774194	0.3116759	2.49966321	1.03880597				
mRNA Processing	Dhx8	0.88878672	1.57996239	0.238888889	0.49048342	2.14107805	1.031972789				
mRNA Processing	Qk	1.84270037	22.04251333	0.760932945	0.65908026	90.11579795	0.849315068				
mRNA Processing	Magohb	0.0182015	0.06588565	1.909090909	0.41434841	1.00971806	0.782004831				
mRNA Processing	Clns1a	1.078786	1.63700295	5.357142857	1.29244629	63.43994684	0.701449275				
mRNA Processing	Snrpb	2.38021057	5.17870926	NA	2.22690206	267.6375883	0				
mRNA Processing	Txnl4a	3.56667043	137.6399002	NA	1.43205285	3.56709675	0				
mRNA Processing	Ubl5	0.05146503	0.32795762	0	0.041309956	0.283848912	0				
Myeloblast	Trps1	0.53726598	115.9957528	5.769230769	0.47774323	9.09977206	5.771929825				
Myeloblast	Atf2	0.33941708	37.60687105	2.1	0.35880203	114.2788274	4.356725146				
Myeloblast	Gata2	0.04102765	1.665676	13.33333333	0.18354939	4.29925325	3.612903226				
Myeloblast	Kdm4a	0.28175242	0.21693707	1.752631579	0.56970406	125.4640295	3.226391495				
Myeloblast	Ets2	0.10493553	0.30596178	1.754385965	0.11301208	0.24670903	2.875132275				
Myeloblast	Zfp664	0.94687186	103.5385355	0.974358974	0.552066	84.19370992	2.440677966				
Myeloblast	Etv6	0.71302925	4.08088257	5.733333333	0.58629393	122.369047	2.244897959				
Myeloblast	Gtf3c2	0.87521391	2.07362786	1.009615385	0.42468121	124.2085805	2.210884354				
NOTCH	Perp	0.11233246	2.16619185	57.85714286	0.0249258	0.90688693	NA				
NOTCH	Eya1	0.19642984	0.67454612	15.55555556	0.02282152	0.97085621	109				
NOTCH	Pgam2	0.03692816	1.37346575	31.875	0.00977464	0.21001748	35				
NOTCH	Fgf10	0.01902778	1.1502782	89	0.03348302	0.90650724	21.08695652				
NOTCH	Dtx4	0.02072999	0.44822547	NA	0.145910244	144.655585	19.64935065				
NOTCH	Chac1	0.01220077	0.09873912	34.16666667	0.11240418	1.25232536	19.22461538				
NOTCH	Hey1	0.06388979	33.17492591	22	0.00593422	0.10296197	15.28571429				
NOTCH	Jag1	0.07042851	0.02381305	4.67816092	0.90232933	105.3950588	13.62403101				
NOTCH	Egfl7	0.74119878	3.02043836	2.215909091	0.25588588	90.91180266	10.21180556				
NOTCH	App	0.23894425	20.19127401	2.699074074	1.36027404	31.7036949	10.1				
NOTCH	Llgl2	0.69335573	1.69091574	0.37254902	0.18484309	67.19358048	9.277777778				
NOTCH	Numb	0.45764891	99.07497764	2.541666667	0.31489618	108.178746	7.19047619				
NOTCH	Dlk1	0.00719026	0.1267531	NA	0.11984865	2.26431441	7.188905547				
NOTCH	Mib2	0.58594431	9.47994465	2.293333333	0.31975417	16.44555511	6.680555556				
NOTCH	Epn1	0.74892963	5.48314308	4.523809524	0.39267159	2.74063607	6.22515213				
NOTCH	Krt19	0.11393238	0.85955667	20.7	0.20251802	8.26911579	5.460060667				
NOTCH	Kctd10	0.05833093	0.10274541	1.485714286	0.9426841	4.38659556	5.121212121				
NOTCH	Psen2	0.08197408	0.10859831	5.904761905	0.42454513	32.57280399	4.936079545				
NOTCH	Tspan14	0.18253854	0.51039349	1.78125	0.05487882	0.39128847	4.541176471				
NOTCH	Tgfb1	0.00294974	0.08496627	NA	0.52959837	123.7124993	3.78				
NOTCH	Rcan2	0.05695949	0.98908921	NA	0.61250671	3.43017723	3.726780186				
NOTCH	Gata2	0.04102765	1.665676	13.33333333	0.18354939	4.29925325	3.612903226				
NOTCH	Notch1	0.15121402	5.15632561	7.8125	0.116068476	50.4290763	3.562929062				
NOTCH	Wdr12	1.52367455	42.76781211	0.617647059	0.77379861	4.86491751	3.224806202				
NOTCH	Neurl1a	0.06924686	0.28555094	9.25	0.11243806	2.47402533	3.214285714				
NOTCH	Got1	2.00906936	4.0171788	NA	0.95465328	59.87336092	3.090744102				
NOTCH	Zmiz1	0.73243886	16.54765505	1.542857143	1.23126261	35.02945279	3.058608059				
NOTCH	Sel1l	1.09196793	4.42716447	1.466666667	0.87487617	135.7355556	2.889434889				
NOTCH	Stat3	1.23369945	7.12738802	1.365740741	1.30440477	8.26961291	2.757575758				
NOTCH	Arrb1	0.17107018	7.66719745	5.85	0.17779921	6.87913711	2.725714286				
NOTCH	Epn2	1.11032135	77.93274356	1.53	0.18028297	1.00941546	2.613333333				
NOTCH	Dicer1	0.42616902	0.70496917	0.779286927	0.3371159	2.27335783	2.521419829				
NOTCH	Synj2bp	0.3682921	1.22135901	0.748275862	0.74051042	157.4311464	2.436090226				
NOTCH	Ptp4a3	0.31712225	3.33162435	10.82352941	0.61315712	11.29439092	2.403846154				
NOTCH	Traf7	0.2068115	0.27924358	1.695652174	0.69160685	140.918983	2.357550597				
NOTCH	Ift172	0.34986164	5.18175106	6.666666667	0.03992566	0.23834637	2.342857143				
NOTCH	Itgb1bp1	0.66134199	57.98096166	1.989304813	0.57245257	0.90935443	2.195348837				
NOTCH	Fbxw7	0.43147991	5.85314998	1.284444444	0.25884647	16.36354012	2.094009217				
NOTCH	Slc35c2	0.35977575	92.96309742	1.444444444	0.37352616	16.65683237	2.030020704				
NOTCH	Ncstn	0.82393837	5.5716464	1.095238095	1.47926765	40.70665103	1.760416667				
NOTCH	Slc35c1	0.07274706	2.39564498	10.73333333	0.35923626	1.37332843	1.689903846				
NOTCH	Rbpj	4.43344825	105.8775824	1.755555556	1.1414749	25.90794099	1.66955267				
NOTCH	Yap1	1.14779781	2.32190809	0.66873065	1.04709993	17.31213639	1.571428571				
NOTCH	Llgl1	0.27523481	0.43398689	0.636054422	0.63506139	296.0322769	1.563136907				
NOTCH	Spen	0.26089959	0.40845402	0.927875244	0.1489507	1.53079615	1.530612245				
NOTCH	Hif1an	0.45778934	0.69722235	3.23715415	0.41354177	103.5592946	1.523809524				
NOTCH	Pdcd10	0.18874855	0.34672409	3.468531469	0.06237834	0.25949405	1.520775623				
NOTCH	Il6st	0.46579525	3.86475463	0.779220779	0.7572764	2.31244195	1.490322581				
NOTCH	Pofut1	0.11399764	0.44634596	2.403361345	0.53429432	15.2425259	1.480519481				
NOTCH	Src	0.20627417	0.59790621	3.515306122	0.17138324	0.47736318	1.256888889				
NOTCH	Rian	1.76799504	155.7457579	NA	0.10848507	1.62229279	0.303167421				
Ribosomal	Rps11	2.73782096	2.81850079	NA	2.59645002	58.27573261	NA				
Ribosomal	Rps2	4.3323006	81.35534917	NA	2.3680348	395.8715729	NA				
Ribosomal	Rps27l	3.31041591	48.93902481	0	4.23391506	354.9243386	NA				
Ribosomal	Rpl6	0.0385015	0.56768291	5.1875	0.02315675	1.35497884	34.83333333				
Ribosomal	Rpl8	2.31845643	2.14122627	NA	1.58186629	5.21917226	23.44444444				
Ribosomal	Npm1	3.09282945	4.36941445	NA	0.94417033	2.83740194	19.71428571				
Ribosomal	Mrpl17	2.09436297	3.21706257	0	1.3239247	387.817342	11.6				
Ribosomal	Mrpl20	1.0735079	2.52042603	2.763636364	1.75184773	294.7276437	10.45				
Ribosomal	Rps24	2.99760901	9.17543248	NA	1.64540628	104.3219815	9.761904762				
Ribosomal	Apod	0.38332557	2.9177987	4.333333333	0.19460816	2.08572382	9.210526316				
Ribosomal	Rps8	2.01105818	7.06287551	2.533333333	1.29114378	13.2758911	7.515789474				
Ribosomal	Rpl7l1	1.62985474	3.90383258	0	1.17508042	17.42756065	7.086956522				
Ribosomal	Zcchc17	0.38377225	1.38730446	1.307368421	0.58664508	2.28578311	5.753846154				
Ribosomal	Aurkaip1	1.73716276	2.49436294	0.734693878	1.70649601	406.7463497	5.625				
Ribosomal	Mrpl52	0.40901047	0.45601382	0.856770833	1.17980422	5.13156154	5.606837607				
Ribosomal	Rps6	0.50256913	0.77333175	0.933333333	0.43092299	1.30756603	5.547008547				
Ribosomal	Abcf1	3.08369502	23.85975881	0	1.03024353	63.33595353	5.456989247				
Ribosomal	Larp4b	0.72565307	1.57422191	4.855172414	0.70011151	77.5288709	5.296296296				
Ribosomal	Mrps26	0.31481571	1.851709	1.651282051	0.21180384	0.51317156	4.867132867				
Ribosomal	Mrpl28	1.05019464	1.07463224	3.32	1.11073107	3.36691815	4.73				
Ribosomal	Rpl17	0.74845682	131.4761163	0.869565217	0.69140445	88.85627772	4.577777778				
Ribosomal	Jrk	0.097706786	57.6574202	12.8	0.142229388	145.949145	4.19047619				
Ribosomal	Dap3	0.73562075	1.01481609	2.254545455	0.63948472	2.21404816	3.868421053				
Ribosomal	Mrpl48	1.60500027	4.15605527	1.884615385	0.88216934	415.6075633	3.782608696				
Ribosomal	Rpl21	0.23852508	1.00899894	0.720823799	0.10653402	0.38311076	3.45625				
Ribosomal	Mrps18b	1.08947003	0.8846973	1.904761905	0.74205596	28.04564757	3.259259259				
Ribosomal	Mrpl54	0.57813028	0.60253981	2.027149321	1.22399004	11.31503903	3.175438596				
Ribosomal	Mrps14	0.12949012	0.3476019	4.444444444	0.21532593	0.6850863	2.942857143				
Ribosomal	Btf3	0.26957474	0.36528653	1.674641148	0.15282564	0.31165715	2.89021164				
Ribosomal	Hspa14	1.79079161	2.15793924	0	0.75598089	13.219482	2.85				
Ribosomal	Gadd45gip1	2.36240592	154.8756413	0	1.37714153	203.1113628	2.772727273				
Ribosomal	Mrps22	0.99035708	2.40864798	3.384615385	0.75396612	3.69860223	2.756097561				
Ribosomal	Ptcd3	1.59324698	29.25072713	2.083333333	0.83522653	130.0147433	2.742993441				
Ribosomal	Mrps25	0.70991097	4.41055822	0.980769231	0.5754326	1.60536613	2.578222778				
Ribosomal	Mrpl24	0.2222544	0.23902969	1.583333333	0.22593805	1.7779656	2.577498033				
Ribosomal	Chchd1	1.73467675	3.38204865	6.833333333	1.47030762	108.9067097	2.476190476				
Ribosomal	Rpl15	0.43008421	0.78491909	1.666666667	0.48572653	4.00958801	2.454545455				
Ribosomal	Mrps2	0.34638328	0.78485489	0.491551459	0.552371374	371.77686	2.413984462				
Ribosomal	Mrps16	1.29015606	2.37373676	0	1.46460669	15.95518578	2.406417112				
Ribosomal	Mrps30	1.89815987	364.0641498	1.7	1.14068396	9.58160276	2.387096774				
Ribosomal	Mrpl45	1.37734525	1.94167377	14.66666667	0.97334099	10.55877024	2.377708978				
Ribosomal	Mrpl50	0.90838318	1.50791821	0.843243243	0.58273623	3.52011271	2.375				
Ribosomal	Eif2d	1.28144	1.41756674	0.472222222	0.37876407	0.72192729	2.222222222				
Ribosomal	Rpl5	0.14141593	0.33881077	1.203703704	0.09535825	0.86378739	2.156862745				
Ribosomal	Mrps18c	1.96786169	330.6629271	1.569230769	1.49815024	5.74431607	2.15				
Ribosomal	Mrps9	1.94511292	5.48052537	3	0.52671981	3.03952302	2.125138427				
Ribosomal	Mrpl18	1.13817991	6.59960807	4.727272727	0.59526448	18.40627983	2.118857143				
Ribosomal	Mrps15	1.06696525	4.92343857	2.321428571	1.52980952	97.14640635	2.094054054				
Ribosomal	Eif2a	0.25016937	0.19498493	0.843920145	0.25306949	0.69363556	2.090909091				
Ribosomal	Mtg1	0.50478301	0.87639923	2.526315789	0.34090441	1.78137916	2.082352941				
Ribosomal	Mrps10	1.03568153	1.8340673	1.085714286	0.81899554	3.70152956	2.057291667				
Ribosomal	Mrpl9	1.16902243	76.4196733	1.791666667	0.95109815	91.96260488	2.049180328				
Ribosomal	Mrpl39	1.32661741	1.27416501	3.08	0.90700618	148.0866694	2.038539554				
Ribosomal	Rps13	0.67050597	1.08565943	2.222222222	0.58729127	3.31764539	2				
Ribosomal	Mrpl3	1.38223189	3.38075008	0.362637363	1.17864657	4.83860342	1.947890819				
Ribosomal	Mrps35	0.48571304	0.83958845	0.304900181	0.57907335	3.58615989	1.931865828				
Ribosomal	Mrpl37	1.32122893	17.33019919	0.445714286	0.88453386	3.38252544	1.888888889				
Ribosomal	Mrps18a	0.81528226	1.88722339	0.885375494	1.28233198	191.4271657	1.861689106				
Ribosomal	Rplp0	0.20692147	0.45055822	1.547619048	0.277321	0.84394633	1.789534884				
Ribosomal	Nsun4	0.70799881	73.50338903	3.415384615	0.52019439	2.7939014	1.768292683				
Ribosomal	Mrpl40	0.90322582	3.01028968	2.151515152	0.81543711	24.4902696	1.744186047				
Ribosomal	Mrpl4	0.33370354	0.2304092	0.8	0.95195809	4.27205183	1.737327189				
Ribosomal	Mrps27	0.66246391	1.09643655	0.482142857	1.09027097	27.22421561	1.728947368				
Ribosomal	Mrpl19	0.93318205	1.75565397	1.181818182	0.50872629	1.50484183	1.727142857				
Ribosomal	Mrpl47	0.93092584	1.00909358	3.171428571	0.5862002	1.89832042	1.685067873				
Ribosomal	Mrpl46	3.0152449	270.8540851	5.916666667	0.638253	2.12373106	1.67277628				
Ribosomal	Mrpl38	0.80146542	1.39485348	1.315217391	0.29863269	0.98615423	1.66796875				
Ribosomal	Mrpl41	0.48598965	1.49751152	0.908424908	0.73325128	2.84960862	1.656804734				
Ribosomal	Mrps33	0.69649737	1.53889857	7.263157895	1.25310766	270.4913852	1.561764706				
Ribosomal	Mrpl43	1.0064365	55.90686059	1.857142857	0.58221093	3.68265936	1.556818182				
Ribosomal	Mrps28	1.07420446	2.44814413	2.412698413	1.48421035	16.52591919	1.539130435				
Ribosomal	Mrps23	1.83614845	40.56102071	1.145238095	0.78408009	2.14716971	1.538461538				
Ribosomal	Rpl27a	3.56175783	809.6764419	0	1.72806723	3.60363823	1.5				
Ribosomal	Rpl10a	0.41989682	0.27469375	3.897435897	0.05522021	0.09868005	1.482105263				
Ribosomal	Rpl23	0.45514372	1.92863202	0.647058824	0.963104394	327.481142	1.4329806				
Ribosomal	Dhx9	0.31665041	0.51914758	0.992727273	0.14031759	0.6474518	1.429587482				
Ribosomal	Mrps11	1.13706791	363.7127292	1.005347594	1.10126206	31.88721595	1.404802744				
Ribosomal	Mrpl42	2.0071744	5.12554631	NA	1.96222034	15.80677914	1.375				
Ribosomal	Mrps24	2.42930429	64.7390689	0	1.9134484	152.5941389	1.325714286				
Ribosomal	Mrpl36	2.63278006	361.3240336	1.728395062	1.11753324	2.00176755	1.272349272				
Ribosomal	Mrps12	4.26366023	9.03359645	3	1.83472217	290.1886885	1.245778612				
Ribosomal	Mrpl14	1.38486731	6.14598642	3.142011834	1.05866957	3.37431398	1.227906977				
Ribosomal	Mrpl32	0.95803103	85.07316904	2.429752066	0.84446981	79.10725616	1.223944875				
Ribosomal	Rpl34	1.09969222	85.90614282	2.9	0.91839979	17.66729221	1.217391304				
Ribosomal	Larp4	0.19360715	0.18654986	0.482857143	0.31785961	1.15572811	1.210526316				
Ribosomal	Rpl41	1.94120763	4.20030949	7.586206897	2.27468257	48.99054764	1.172839506				
Ribosomal	Mrps31	0.65309674	0.99943623	1.184946237	0.2025487	0.6005096	1.112244898				
Ribosomal	Mrpl11	0.62701776	1.64869333	1.153846154	0.84419127	3.50708807	1.111292962				
Ribosomal	Mrpl44	0.47110734	0.64956252	1.017391304	0.55583265	45.06938526	1.082962963				
Ribosomal	Rpl35	1.05130287	2.27631786	18.22222222	1.43154494	190.1961728	0.978609626				
Ribosomal	Rpl13	0.04314115	0.29326744	3.317460317	0.024637223	0.866068835	0.882352941				
Ribosomal	Mrpl15	1.645545	4.22462564	7.166666667	0.96532931	3.78347777	0.83625731				
Ribosomal	Mrpl51	1.34483026	74.53283928	1.696153846	0.88977544	178.2831804	0.8203125				
Ribosomal	Mrpl10	1.54196854	286.4471313	1.5	1.78594052	526.4141987	0.765899123				
Ribosomal	Mrpl13	1.24241519	1.23165317	43.5	1.60851462	98.62999016	0.698529412				
Ribosomal	Mrpl35	0.41067595	2.17769635	1.855072464	0.2215945	0.72345421	0.668449198				
Ribosomal	Canx	5.2302576	483.290878	NA	2.13886745	116.7406432	0				
Ribosomal	Eif3h	1.85790397	245.3932893	0	1.64052302	549.646717	0				
Ribosomal	Mrpl33	2.95610967	351.4491666	4.05	2.18048369	21.66813913	0				
Ribosomal	Rpl22	4.67495963	555.8876322	NA	2.25677879	15.47977496	0				
Ribosomal	Rpl4	6.75301646	315.3434227	NA	2.25386466	213.9215698	0				
Ribosomal	Rps15a	0.32998978	0.41311798	0	0.15599563	0.55140127	0				
Ribosomal	Rps20	6.46910402	449.0732291	NA	2.35244699	138.5898478	0				
Ribosomal	Rps21	3.27120351	52.99135505	0	2.63208199	176.0548917	0				
Ribosomal	Rps3	7.87611124	28.12202538	NA	1.72018246	47.35574573	0				
Ribosomal	Rps5	3.10085872	3.16528065	NA	2.71865624	86.54428121	0				
Ribosomal	Rps7	0.04796422	0.1852744	0	0.019090781	0.171802425	0				
SMAD	Vim	0.91821913	159.502816	1.628289474	2.19975019	30.17646318	NA				
SMAD	Btbd11	0.00398948	0.15754944	0	0.02170218	1.3852614	26.75				
SMAD	Lrp1	0.29499486	11.05385813	2.226190476	1.19812852	96.43360965	8.325791855				
SMAD	Trf	0.07533503	0.96637233	23.14285714	0.06247794	14.34833072	8.04				
SMAD	Jun	0.01165215	0.11339837	4.090909091	0.38118896	9.17703171	4.342987805				
SMAD	Tgfb1	0.00294974	0.08496627	NA	0.52959837	123.7124993	3.78				
SMAD	Hexa	0.70796176	217.9737836	0.952380952	1.19534333	131.3476547	3.574468085				
SMAD	Rbm14	0.3964883	0.78192569	2.607843137	0.28833917	1.42275488	3.470689655				
SMAD	Smad6	0.04290451	1.38778551	43	0.347683334	144.296245	3.303643725				
SMAD	Rbpms	1.33339312	15.8574719	3.6	0.49915381	65.16560022	3.240215924				
SMAD	Zmiz1	0.73243886	16.54765505	1.542857143	1.23126261	35.02945279	3.058608059				
SMAD	Sh2b1	0.10062662	0.11763183	1.076923077	0.44593972	40.69577739	3.016260163				
SMAD	Ror2	0.51465546	0.99444556	1.454545455	0.53776003	3.86852053	2.473404255				
SMAD	Ski	0.44924117	1.45698177	1.638020833	0.52366479	2.13330078	2.358572201				
SMAD	Smad3	0.25346631	2.62136865	8.933333333	0.65369887	125.7043557	2.327272727				
SMAD	Smad2	0.18838597	0.71545959	2.209821429	0.47347014	4.0483806	2.046818727				
SMAD	Smad4	0.19285322	1.13365594	1.647058824	0.24575754	11.92392607	1.991111111				
SMAD	Parp1	2.96433762	3.63688277	NA	0.91066512	62.58066374	1.686956522				
SMAD	Nceh1	0.16441137	1.32193001	5.535714286	0.68666918	6.97869664	1.466666667				
SMAD	Bmpr1a	0.27571262	0.3372433	4.201923077	0.58051414	4.55667053	1.369811321				
SMAD	Fam89b	0.11465127	0.92336447	2	0.955927391	534.2824	1.134146341				
SMAD	Slc33a1	0.03761756	0.46754805	4.2	0.29603214	1.02132784	1.115348837				
SMAD	Wwtr1	0.2342655	0.67537174	2.210526316	0.511142541	155.52618	0.62962963				
SMAD	Meg3	0.83857652	84.87624793	NA	0.10149861	2.09359832	0.549063195				
SMAD	Sub1	4.57790198	10.48281904	NA	1.73164669	6.93773395	0				
Stromal	Nfib	0.41939339	2.72156888	2.470175439	0.184398983	244.987566	46.87878788				
Stromal	Atf4	1.13983918	6.41161426	5.793650794	0.87930632	59.49442053	5.123058542				
Stromal	Jun	0.01165215	0.11339837	4.090909091	0.38118896	9.17703171	4.342987805				
Stromal	Tcf4	0.56915576	1.13230497	1.256038647	1.03496835	97.9882883	3.25255102				
Stromal	Tead2	0.71494471	26.25809526	2.643356643	0.4992636	130.950383	3.010457516				
Stromal	Pck2	0.29607335	1.55401842	1.825396825	0.38895774	1.91352484	2.912087912				
Stromal	Srf	0.18626907	0.76913595	24.32	0.54112175	19.04796329	2.664109122				
Stromal	Pbx1	0.04507055	1.43213243	43	0.69928854	29.97607891	2.425438596				
Stromal	Myc	0.18311023	2.31139937	1.781818182	0.36036925	4.6021491	2.296296296				
Stromal	Klf3	1.73866452	272.3594489	1.518518519	0.78055004	147.3497348	1.923076923				
Stromal	Nfe2l2	1.59133548	211.8839902	1.604166667	1.11550931	271.3651014	1.708013937				
TGFb	Prdm16	0.04091279	5.39722586	267	0.00853071	0.43946171	110				
TGFb	Rasl11b	0.13300142	0.39545241	8.75	0.02583271	16.3895266	107				
TGFb	Spry1	0.25914082	0.83652101	20	0.103095814	86.9389083	37.33333333				
TGFb	Il17rd	0.40228464	2.7718827	2.593984962	0.02251528	0.97123341	24.11111111				
TGFb	Hspa5	3.05451312	520.762666	NA	1.23437049	14.36867932	11.66666667				
TGFb	Sdcbp	0.6264967	4.57345942	0.96969697	1.23627337	7.919867	11.66666667				
TGFb	Bcl9l	0.030986385	16.3421779	89	0.29394913	1.20556513	8.722222222				
TGFb	Lrp1	0.29499486	11.05385813	2.226190476	1.19812852	96.43360965	8.325791855				
TGFb	Dnm2	0.64925394	0.83098807	0.32	1.39499215	109.8788794	7.952662722				
TGFb	Cited2	0.89911191	96.04719916	2.123529412	0.70475526	29.50888175	7.898071625				
TGFb	Zfyve9	0.03307312	0.25835267	2.454545455	0.0506547	0.23574276	5.666666667				
TGFb	Gipc1	0.74560178	217.7649762	1.809230769	0.86700153	3.68268651	5.438016529				
TGFb	Peg10	0.38885481	57.48220222	2.697916667	0.32800872	115.9242032	5.077037037				
TGFb	Zfp451	0.28639538	2.61249788	1.682352941	0.16362975	9.6303686	4.903846154				
TGFb	Fermt2	0.07435856	0.16794255	0.49	0.74355576	14.63955881	4.803333333				
TGFb	Creb1	0.08194986	0.25173378	2.386363636	0.2844392	6.71857188	4.802556818				
TGFb	Npnt	0.03453339	12.00575413	132	0.08949406	2.2644592	4.733333333				
TGFb	Jun	0.01165215	0.11339837	4.090909091	0.38118896	9.17703171	4.342987805				
TGFb	Crebbp	0.47320715	2.20865486	0.714285714	0.41295589	145.3087679	4.285714286				
TGFb	Fut8	0.5010259	72.30029472	4.807407407	0.39843578	77.99756115	4.274131274				
TGFb	Ing2	0.13018722	0.16895137	1.466165414	0.24042148	74.84818855	4.103896104				
TGFb	Mtmr4	0.06780431	0.16363823	4.071428571	0.08013034	0.26734028	3.92				
TGFb	Tgfb1	0.00294974	0.08496627	NA	0.52959837	123.7124993	3.78				
TGFb	Snx1	0.13383932	0.13570609	1.527093596	0.50339594	2.37203974	3.534883721				
TGFb	Snw1	0.98454743	1.26098193	1.56	0.83264659	12.62001633	3.473484848				
TGFb	Itga3	0.04196924	0.1768687	1.007407407	0.22797342	4.59398614	3.4				
TGFb	Eng	0.2198374	0.32385915	0.833333333	0.08117166	0.94293732	3.342359768				
TGFb	Lats2	0.104827877	56.5570794	6.083333333	1.05783514	18.31309028	3.327543424				
TGFb	Smad6	0.04290451	1.38778551	43	0.347683334	144.296245	3.303643725				
TGFb	Cdkn2b	0.151831462	652.829718	3.31875	0.6135019	30.09938153	3.241025641				
TGFb	Snx6	0.8505901	1.68054	NA	1.07102863	3.17842238	3.2228739				
TGFb	Gcnt2	0.7887525	37.69899995	2.329411765	0.45146388	46.37899367	3.09929078				
TGFb	Got1	2.00906936	4.0171788	NA	0.95465328	59.87336092	3.090744102				
TGFb	Zmiz1	0.73243886	16.54765505	1.542857143	1.23126261	35.02945279	3.058608059				
TGFb	Pxn	0.5399264	135.701521	0.91954023	0.72752304	160.1030861	2.933333333				
TGFb	Htra1	0.36853009	3.33919649	1.95	0.431260547	97.9290673	2.906403941				
TGFb	Adam9	0.46559776	3.15764759	6.385964912	1.45172611	45.17491785	2.900641026				
TGFb	Stat3	1.23369945	7.12738802	1.365740741	1.30440477	8.26961291	2.757575758				
TGFb	Furin	0.01244339	0.04121222	2.272727273	0.24793692	1.09419352	2.741496599				
TGFb	Appl2	0.17512788	0.48057223	1.152272727	0.2931202	2.83967985	2.434782609				
TGFb	Spred1	0.09839111	1.13898725	5.357142857	0.23676215	2.40858663	2.431034483				
TGFb	Xbp1	1.07606676	13.83495377	1.069264069	1.4227651	14.03768658	2.37037037				
TGFb	Ski	0.44924117	1.45698177	1.638020833	0.52366479	2.13330078	2.358572201				
TGFb	Usp15	0.81601059	1.97525502	1.14619883	0.60123989	3.4401026	2.349845201				
TGFb	Smad3	0.25346631	2.62136865	8.933333333	0.65369887	125.7043557	2.327272727				
TGFb	1700037H04Rik	0.56408992	1.79137825	2.177514793	0.75381956	110.7683244	2.230769231				
TGFb	Snx25	0.05028286	0.87396081	1.105263158	0.35437169	54.00575716	2.224691358				
TGFb	Pmepa1	0.59623025	95.27276957	2.768707483	1.22649735	487.559623	2.223529412				
TGFb	Ptk2	0.43766596	0.84888259	1.727272727	1.0326	279.3294109	2.117647059				
TGFb	Smad2	0.18838597	0.71545959	2.209821429	0.47347014	4.0483806	2.046818727				
TGFb	Acvr1	0.04991275	11.93621043	174	0.26897911	1.78441257	2.040740741				
TGFb	Smad4	0.19285322	1.13365594	1.647058824	0.24575754	11.92392607	1.991111111				
TGFb	Smurf2	0.05410311	0.23930577	2.533333333	0.59677785	4.63984402	1.960185185				
TGFb	Zeb1	0.56920415	4.65474857	2.895454545	0.54755805	12.46049186	1.939393939				
TGFb	Ptprk	0.43068171	2.77213381	0.866666667	0.41851976	252.621916	1.853820598				
TGFb	Parp1	2.96433762	3.63688277	NA	0.91066512	62.58066374	1.686956522				
TGFb	Chst11	0.00285547	0.0798411	28.33333333	0.472009738	206.955826	1.681442851				
TGFb	Pml	1.14051079	2.00899788	1.301754386	0.58918554	155.5117607	1.61410096				
TGFb	Appl1	0.44265703	0.3131102	0.366666667	0.79272619	17.36938441	1.586122449				
TGFb	Smurf1	0.13982103	0.62377661	3.3	0.24739523	0.46248078	1.485849057				
TGFb	Axin1	0.52802088	114.173994	1.583333333	0.42416232	77.07616677	1.434108527				
TGFb	Ppm1a	0.75548352	10.69939896	1.534090909	0.98674544	190.5994733	1.40440598				
TGFb	Map3k7	1.0490362	145.7350912	0.594642857	0.85711284	125.7443862	1.368979592				
TGFb	Src	0.20627417	0.59790621	3.515306122	0.17138324	0.47736318	1.256888889				
TGFb	Dcp1a	0.363922	0.18766857	0.688995215	0.36540424	7.29089837	1.221719457				
TGFb	Fam89b	0.11465127	0.92336447	2	0.955927391	534.2824	1.134146341				
TGFb	Cdkn1c	0.112867933	87.6294353	4.866666667	0.00804985	0.81975801	0				
TGFb	Pin1	0.09229205	0.06319088	0	0.0360671	0.06026596	0				
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
