5,1,1,1,1.17338272500345
5,1,2,1,1.44166581834959
5,1,3,1,1.36875607384312
5,1,4,1,1.07733911785022
5,1,5,1,1.00981293422056
5,1,6,1,0
5,1,7,1,NaN
5,1,8,1,NaN
5,1,9,1,NaN
5,1,10,1,NaN
5,1,11,1,1.13848442037949
5,1,12,1,1.45345415482933
5,1,13,1,1.52352421237807
5,1,14,1,1.12826140997271
5,1,15,1,1.02018793474841
5,1,16,1,0.672927191600318
5,1,17,1,NaN
5,1,18,1,NaN
5,1,19,1,NaN
5,1,20,1,NaN
5,1,21,1,1.16838411175372
5,1,22,1,1.44664604674755
5,1,23,1,1.66781902106834
5,1,24,1,1.1776003664085
5,1,25,1,1.04388245425891
5,1,26,1,0.846634501726394
5,1,27,1,0
5,1,28,1,NaN
5,1,29,1,NaN
5,1,30,1,NaN
5,1,31,1,1.08904948128912
5,1,32,1,1.44705908344097
5,1,33,1,1.79981421676337
5,1,34,1,1.30297815629047
5,1,35,1,1.03610079996382
5,1,36,1,1.07913245832856
5,1,37,1,0
5,1,38,1,NaN
5,1,39,1,NaN
5,1,40,1,NaN
5,1,41,1,1.17234858202997
5,1,42,1,1.46256748256719
5,1,43,1,1.89209256525303
5,1,44,1,1.51647149535247
5,1,45,1,1.0579146692419
5,1,46,1,1.03760070234697
5,1,47,1,0
5,1,48,1,NaN
5,1,49,1,NaN
5,1,50,1,NaN
5,1,51,1,1.07252140922077
5,1,52,1,1.34997356103586
5,1,53,1,1.96123979960033
5,1,54,1,1.85213517352548
5,1,55,1,1.09596797313744
5,1,56,1,1.01591478700608
5,1,57,1,0.690386543037496
5,1,58,1,NaN
5,1,59,1,NaN
5,1,60,1,NaN
5,1,61,1,1.20846156082371
5,1,62,1,1.28192410830313
5,1,63,1,2.08241107058353
5,1,64,1,2.34160609648577
5,1,65,1,1.22032219393277
5,1,66,1,1.00908666704588
5,1,67,1,1.10908748537464
5,1,68,1,0
5,1,69,1,NaN
5,1,70,1,NaN
5,1,71,1,1.09833753694566
5,1,72,1,1.15751721068685
5,1,73,1,2.31103357893658
5,1,74,1,2.91160362277509
5,1,75,1,1.64637799321724
5,1,76,1,1.03867940950413
5,1,77,1,0.995431484700203
5,1,78,1,0
5,1,79,1,NaN
5,1,80,1,NaN
5,1,81,1,1.25559001294085
5,1,82,1,2.16242951590711
5,1,83,1,2.30019430805642
5,1,84,1,3.68026223562213
5,1,85,1,2.63247995893465
5,1,86,1,1.11656139537225
5,1,87,1,1.01012196872115
5,1,88,1,1.00236117319204
5,1,89,1,0
5,1,90,1,NaN
5,1,91,1,1.67864592094197
5,1,92,1,1.6095564516129
5,1,93,1,1.03489469862019
5,1,94,1,3.70095776319345
5,1,95,1,3.95962933682919
5,1,96,1,1.64239274221455
5,1,97,1,1.03532708496098
5,1,98,1,1.02156387954403
5,1,99,1,2.73654057017544
5,1,100,1,NaN
5,1,101,1,1.12987706499016
5,1,102,1,1.36579803680485
5,1,103,1,1.73099547880365
5,1,104,1,1.45257421460821
5,1,105,1,1.2013579497867
5,1,106,1,0
5,1,107,1,NaN
5,1,108,1,NaN
5,1,109,1,NaN
5,1,110,1,NaN
5,1,111,1,1.04987238031436
5,1,112,1,1.29011420794409
5,1,113,1,1.76860800706775
5,1,114,1,1.65401116274299
5,1,115,1,1.23077740269493
5,1,116,1,0.283689458689459
5,1,117,1,NaN
5,1,118,1,NaN
5,1,119,1,NaN
5,1,120,1,NaN
5,1,121,1,1.07326499605291
5,1,122,1,1.23345343839782
5,1,123,1,1.73419446809888
5,1,124,1,1.93754382745104
5,1,125,1,1.30786368340698
5,1,126,1,1.35532022708753
5,1,127,1,0
5,1,128,1,NaN
5,1,129,1,NaN
5,1,130,1,NaN
5,1,131,1,1.06162268589772
5,1,132,1,1.22882137165263
5,1,133,1,1.60955484109315
5,1,134,1,2.10838363672903
5,1,135,1,1.40830159712635
5,1,136,1,1.2150375266647
5,1,137,1,0
5,1,138,1,NaN
5,1,139,1,NaN
5,1,140,1,NaN
5,1,141,1,1.01322107717425
5,1,142,1,1.13931411656932
5,1,143,1,1.44501345262288
5,1,144,1,2.13741972128867
5,1,145,1,1.71983028842862
5,1,146,1,1.24452853999645
5,1,147,1,1.83663047478837
5,1,148,1,NaN
5,1,149,1,NaN
5,1,150,1,NaN
5,1,151,1,1.11208113040472
5,1,152,1,1.0482513230567
5,1,153,1,1.48387057187721
5,1,154,1,2.06274711203724
5,1,155,1,2.30813313922487
5,1,156,1,1.23362468727705
5,1,157,1,1.19421408291159
5,1,158,1,NaN
5,1,159,1,NaN
5,1,160,1,NaN
5,1,161,1,1.01931383104964
5,1,162,1,1.00568907267221
5,1,163,1,1.27898087357944
5,1,164,1,2.09102279473854
5,1,165,1,2.81683589545171
