5,1,1,1,1,2,0.139692526765005,2
5,1,1,1,1,3,0.0861297485280719,4
5,1,1,1,1,4,0.0723801721457571,10
5,1,1,1,1,5,0.0625376316746928,1
5,1,1,1,2,3,0.14518795352095,2
5,1,1,1,2,4,0.0817480596150999,1
5,1,1,1,2,5,0.0633108187125965,6
5,1,1,1,3,4,0.128975036202031,2
5,1,1,1,3,5,0.0679068867296297,8
5,1,1,1,4,5,0.124470344380045,2
5,1,2,1,1,2,0.234738040282906,2
5,1,2,1,1,3,0.152143969388824,3
5,1,2,1,1,4,0.109349358872724,6
5,1,2,1,1,5,0.0798347496809783,7
5,1,2,1,2,3,0.231000576882258,2
5,1,2,1,2,4,0.136454213428781,4
5,1,2,1,2,5,0.0942440776793698,6
5,1,2,1,3,4,0.211240337988901,2
5,1,2,1,3,5,0.116176819607504,4
5,1,2,1,4,5,0.173697172671323,2
5,1,3,1,1,2,0.403170771102382,2
5,1,3,1,1,3,0.30248104324752,3
5,1,3,1,1,4,0.225984737145947,5
5,1,3,1,1,5,0.143906337449727,7
5,1,3,1,2,3,0.382667280157126,2
5,1,3,1,2,4,0.263122346471613,4
5,1,3,1,2,5,0.158185616621968,5
5,1,3,1,3,4,0.340299402077936,2
5,1,3,1,3,5,0.187514255141285,3
5,1,3,1,4,5,0.260482182304944,2
5,1,4,1,1,2,0.609991190394252,2
5,1,4,1,1,3,0.499418459543589,4
5,1,4,1,1,4,0.367012750111784,6
5,1,4,1,1,5,0.209662105042216,7
5,1,4,1,2,3,0.563728921886652,2
5,1,4,1,2,4,0.410092856005539,3
5,1,4,1,2,5,0.233824422838294,5
5,1,4,1,3,4,0.485065758566668,2
5,1,4,1,3,5,0.266731943238505,3
5,1,4,1,4,5,0.334490990621369,2
5,1,5,1,1,2,0.791369172787832,1
5,1,5,1,1,3,0.655988524505393,3
5,1,5,1,1,4,0.460691836853523,5
5,1,5,1,1,5,0.228773538377397,7
5,1,5,1,2,3,0.727407540561933,2
5,1,5,1,2,4,0.520038379533444,3
5,1,5,1,2,5,0.259946713013303,5
5,1,5,1,3,4,0.615569280847189,2
5,1,5,1,3,5,0.32047440962063,3
5,1,5,1,4,5,0.415925942064529,2
5,1,6,1,1,2,0.888152178656735,2
5,1,6,1,1,3,0.744754520521567,3
5,1,6,1,1,4,0.513010201644161,4
5,1,6,1,1,5,0.230720363137476,9
5,1,6,1,2,3,0.820499093052796,2
5,1,6,1,2,4,0.575072207553221,4
5,1,6,1,2,5,0.256988030919543,4
5,1,6,1,3,4,0.69840194382162,2
5,1,6,1,3,5,0.323457485248583,3
