4,1,1,1,42829,42165,39641,31052
4,1,2,1,59586,54939,47626,30759
4,1,3,1,97279,79984,58264,30822
4,1,4,1,142223,110065,70839,30889
4,1,5,1,166566,131216,82020,31716
4,1,6,1,177144,142869,88502,30497
4,1,7,1,184377,153206,95726,31358
4,1,8,1,187993,159535,100805,30336
4,1,9,1,191145,164774,104794,31272
4,1,10,1,192810,168049,107734,31077
4,1,11,1,31777,30833,30135,24720
4,1,12,1,41563,39921,34907,24644
4,1,13,1,67550,57060,43327,24710
4,1,14,1,114235,86257,55512,24795
4,1,15,1,148969,111549,66375,24589
4,1,16,1,167764,129578,75843,24998
4,1,17,1,177581,140791,82288,24541
4,1,18,1,183156,149413,88687,24627
4,1,19,1,187377,155953,93563,24775
4,1,20,1,189241,158995,95751,24794
4,1,21,1,23396,22535,22481,19020
4,1,22,1,28460,28066,25876,19340
4,1,23,1,43589,39190,31530,18950
4,1,24,1,81128,61941,40416,19067
4,1,25,1,126944,91051,52436,19506
4,1,26,1,153694,113006,62355,19311
4,1,27,1,167268,126222,69301,19064
4,1,28,1,177117,138280,77335,19394
4,1,29,1,182244,145472,82128,19455
4,1,30,1,185458,151223,85450,19266
4,1,31,1,16505,16321,16288,14480
4,1,32,1,19487,19496,18082,14648
4,1,33,1,27635,25826,22445,14783
4,1,34,1,51390,41381,28749,14726
4,1,35,1,95611,65983,37642,14455
4,1,36,1,134309,93026,49036,14870
4,1,37,1,156707,112834,58114,14537
4,1,38,1,169186,126468,65968,14964
4,1,39,1,177382,136289,71783,14717
4,1,40,1,181235,142241,76453,14769
4,1,41,1,11578,11379,11449,10252
4,1,42,1,12899,12954,12423,10327
4,1,43,1,16296,16009,14577,10486
4,1,44,1,28777,24623,18796,10703
4,1,45,1,61673,43068,25401,10366
4,1,46,1,107013,69823,34856,10292
4,1,47,1,137225,92111,44108,10275
4,1,48,1,157089,110169,52661,10359
4,1,49,1,169000,123890,60804,10669
4,1,50,1,175676,132163,65657,10392
4,1,51,1,7080,7346,7386,6949
4,1,52,1,7876,7858,7733,6825
4,1,53,1,9422,9293,8499,6777
4,1,54,1,14043,12827,11129,6763
4,1,55,1,30882,23669,15486,7023
4,1,56,1,72750,45402,22559,6938
4,1,57,1,113515,70320,30724,6661
4,1,58,1,140366,92054,40303,6966
4,1,59,1,156913,108304,48618,6995
4,1,60,1,166861,119300,54780,6823
4,1,61,1,3919,4170,4004,4014
4,1,62,1,4335,4503,4268,3926
4,1,63,1,5023,4904,4858,4065
4,1,64,1,6738,6512,5645,4074
4,1,65,1,12487,10341,7923,3975
4,1,66,1,35319,22704,11775,3942
4,1,67,1,79169,45135,18750,3911
4,1,68,1,117363,70543,28060,4114
4,1,69,1,140271,89979,36472,4132
4,1,70,1,154853,104091,43315,3961
