8,1,1,1,42765,42189,42386,42652,42168,41709,39333,31624
8,1,2,1,62980,62800,63001,61668,59409,55923,46833,30892
8,1,3,1,132607,127283,119933,111349,98513,81312,59128,31426
8,1,4,1,194383,189739,180864,165773,142662,110578,71314,31087
8,1,5,1,199520,198420,194929,185682,166055,130633,80892,30784
8,1,6,1,199854,199592,198318,193329,178278,144232,89444,30986
8,1,7,1,199897,199847,199284,196214,184734,153331,95663,31071
8,1,8,1,199898,199865,199602,197762,189011,159866,100616,31118
8,1,9,1,199899,199894,199762,198450,191178,164617,105365,31410
8,1,10,1,199901,199896,199806,198841,192719,168069,107810,31162
8,1,11,1,31177,31660,31230,31662,31204,31017,29620,24853
8,1,12,1,42766,42128,42194,42460,41621,39612,35283,25032
8,1,13,1,86772,83795,80077,75172,68185,58124,44047,24960
8,1,14,1,176597,167047,154230,135819,112560,85543,54503,24349
8,1,15,1,198414,195618,188637,174226,148814,111514,66056,24674
8,1,16,1,199704,199001,196350,188148,167662,129555,75970,25093
8,1,17,1,199849,199612,198404,193411,177499,140816,82263,24803
8,1,18,1,199885,199801,199237,196241,183804,149396,88187,24499
8,1,19,1,199901,199871,199521,197390,187473,155739,93271,24950
8,1,20,1,199893,199863,199630,197971,189179,159539,97069,25123
8,1,21,1,22949,23017,22983,23252,23266,22820,22487,19339
8,1,22,1,28943,29196,28797,29186,29024,28057,25767,19079
8,1,23,1,50966,50023,48815,46934,43958,39132,31308,19088
8,1,24,1,134759,125246,113253,98535,81380,62222,40878,19375
8,1,25,1,194071,187189,174793,154677,125657,89597,51362,19244
8,1,26,1,199174,197327,191918,178564,152662,111566,61625,19403
8,1,27,1,199797,199222,196927,188791,167627,126843,69819,19097
8,1,28,1,199875,199710,198588,193476,176854,138183,77149,19696
8,1,29,1,199893,199811,199186,195817,182633,146476,82577,19633
8,1,30,1,199895,199843,199444,196870,185062,150143,85815,19570
8,1,31,1,16970,16459,16632,16883,16718,16252,16774,14555
8,1,32,1,19572,19490,19259,19551,19493,19414,18598,14926
8,1,33,1,28626,28898,28560,27778,27376,25891,22286,14514
8,1,34,1,76260,71564,65995,59387,51258,40729,28408,14490
8,1,35,1,177447,164453,146586,123453,96162,66636,38065,14215
8,1,36,1,197381,192999,183138,164512,134155,93026,48921,14694
8,1,37,1,199549,198327,194016,181824,155535,111270,57246,14647
8,1,38,1,199820,199482,197710,190482,169498,126536,65699,14684
8,1,39,1,199876,199714,198653,193744,176580,135995,71464,14568
8,1,40,1,199898,199838,199145,195464,181277,142557,75946,14607
8,1,41,1,11391,11549,11267,11440,11532,11564,11310,10297
8,1,42,1,12659,13030,12522,12594,12568,12684,12302,10256
8,1,43,1,16785,16834,17000,16449,16380,15789,14275,10174
8,1,44,1,35169,34424,33100,31119,28147,24143,18699,10574
8,1,45,1,126371,112507,97283,80078,61563,43101,25483,10341
8,1,46,1,190821,181236,164954,139815,106466,69183,34686,10389
8,1,47,1,198620,195702,187812,170402,138547,93269,44784,10526
8,1,48,1,199675,198734,194971,183560,156507,109571,52067,9976
8,1,49,1,199854,199502,197588,189823,167379,121859,59684,10401
8,1,50,1,199895,199734,198618,193164,174356,130970,64998,10178
8,1,51,1,7157,7199,7435,7471,7478,7105,7097,6732
8,1,52,1,7848,7789,7810,7664,7845,7843,7568,6578
8,1,53,1,9507,9632,9439,9423,9523,9213,8816,6933
8,1,54,1,15217,15104,14830,14630,14196,12935,10828,6852
8,1,55,1,54475,49797,44294,37940,30928,23564,15174,6796
8,1,56,1,166205,148646,126231,99468,71351,44535,22183,6894
8,1,57,1,195498,188575,174184,149082,113007,69945,31020,6689
8,1,58,1,199171,196921,189987,172968,140288,91750,40209,6785
8,1,59,1,199782,199048,195798,184724,157484,109004,49026,6980
8,1,60,1,199822,199417,197555,189623,166703,119482,54851,6720
8,1,61,1,4310,4208,4227,4110,4108,4040,4084,4047
8,1,62,1,4358,4521,4398,4356,4357,4359,4492,4109
8,1,63,1,4946,4958,4889,4953,5061,4913,4891,3872
