3,1,1,1,41281,39759,30744
3,1,2,1,55769,47433,31147
3,1,3,1,80485,58237,30869
3,1,4,1,110234,70953,30852
3,1,5,1,131123,81378,30733
3,1,6,1,143778,88943,30756
3,1,7,1,152350,94683,30365
3,1,8,1,159570,100315,30957
3,1,9,1,164104,104143,30571
3,1,10,1,166550,106558,30787
3,1,11,1,30947,29811,24948
3,1,12,1,39615,35107,24148
3,1,13,1,57382,43553,24660
3,1,14,1,86906,55581,25107
3,1,15,1,112190,66625,24578
3,1,16,1,129767,76260,25105
3,1,17,1,140870,82444,24507
3,1,18,1,150475,89780,25538
3,1,19,1,155644,92536,24476
3,1,20,1,158610,95738,24451
3,1,21,1,22862,22669,19484
3,1,22,1,27685,26306,19465
3,1,23,1,39594,31807,19405
3,1,24,1,61885,40726,19285
3,1,25,1,90440,52438,19732
3,1,26,1,111263,61275,19058
3,1,27,1,127541,70372,19335
3,1,28,1,138664,77331,19589
3,1,29,1,146150,81726,19306
3,1,30,1,151421,86612,19730
3,1,31,1,16760,16011,14550
3,1,32,1,19244,18304,14751
3,1,33,1,25951,21935,14269
3,1,34,1,41154,28863,14705
3,1,35,1,66597,37974,14568
3,1,36,1,92703,48777,14745
3,1,37,1,111539,57337,14574
3,1,38,1,126280,65604,14599
3,1,39,1,135451,71556,14649
3,1,40,1,141715,75657,14488
3,1,41,1,11671,11564,10399
3,1,42,1,12758,12206,10639
3,1,43,1,15833,14616,10472
3,1,44,1,24343,18826,10470
3,1,45,1,43142,25520,10393
3,1,46,1,69903,35109,10364
3,1,47,1,92615,44415,10549
3,1,48,1,110300,52463,10135
3,1,49,1,123392,60320,10372
3,1,50,1,131173,64599,10100
3,1,51,1,7329,7233,6791
3,1,52,1,7636,7763,6958
3,1,53,1,9229,9001,6914
3,1,54,1,13260,11041,6855
3,1,55,1,23582,15205,6870
3,1,56,1,44352,22104,6758
3,1,57,1,71062,31490,6865
3,1,58,1,92428,40636,6925
3,1,59,1,107972,48316,7062
3,1,60,1,119770,54839,6861
3,1,61,1,4307,4218,3957
3,1,62,1,4371,4268,4075
3,1,63,1,4957,4820,4010
3,1,64,1,6434,5717,3894
3,1,65,1,10330,7642,3916
3,1,66,1,22736,11904,3852
3,1,67,1,45524,18935,4038
3,1,68,1,70406,27662,3965
3,1,69,1,89096,35638,3976
3,1,70,1,103849,43035,4038
3,1,71,1,2073,2034,2034
3,1,72,1,2225,2118,2065
3,1,73,1,2448,2418,1941
3,1,74,1,2820,2727,2038
3,1,75,1,4382,3584,2163
3,1,76,1,8846,5237,1971
3,1,77,1,22641,9470,2007
3,1,78,1,45534,15910,1979
3,1,79,1,67485,23975,1974
3,1,80,1,85540,31519,2002
3,1,81,1,855,836,892
3,1,82,1,904,923,839
3,1,83,1,924,963,808
3,1,84,1,996,1031,812
3,1,85,1,1430,1206,848
3,1,86,1,2785,1891,856
3,1,87,1,7966,3582,851
3,1,88,1,22796,7433,885
3,1,89,1,44336,13518,832
3,1,90,1,64201,20858,902
3,1,91,1,283,280,278
3,1,92,1,301,279,303
3,1,93,1,347,295,294
3,1,94,1,327,348,293
3,1,95,1,422,365,281
3,1,96,1,652,549,276
3,1,97,1,1934,1023,274
3,1,98,1,7744,2550,273
3,1,99,1,23395,6095,303
3,1,100,1,42333,11851,290
3,1,101,1,38189,36823,31240
3,1,102,1,45559,41284,30854
3,1,103,1,62208,50472,30937
3,1,104,1,89101,60992,30831
3,1,105,1,113902,72286,31080
3,1,106,1,131493,81419,30795
3,1,107,1,143591,88861,30941
3,1,108,1,152061,94582,30734
3,1,109,1,159324,100075,30874
3,1,110,1,163481,103307,30634
3,1,111,1,28377,28255,25020
3,1,112,1,32857,30955,24839
3,1,113,1,43486,37248,24903
3,1,114,1,64051,46683,24829
3,1,115,1,90809,57146,24994
3,1,116,1,112668,66551,24614
3,1,117,1,128836,75818,25174
3,1,118,1,139761,82541,24868
3,1,119,1,149250,88097,24522
3,1,120,1,154592,92403,24694
3,1,121,1,21016,21478,19630
3,1,122,1,23560,22991,19301
3,1,123,1,29355,26687,19371
3,1,124,1,43281,33481,19616
3,1,125,1,66247,42332,19126
3,1,126,1,91554,52238,19164
3,1,127,1,111002,61597,19305
3,1,128,1,126743,70109,19418
3,1,129,1,136748,75916,19148
3,1,130,1,145735,82132,19379
3,1,131,1,15649,15493,14706
3,1,132,1,16754,16454,14619
3,1,133,1,19730,18500,14506
3,1,134,1,26628,22605,14919
3,1,135,1,43568,29602,14569
3,1,136,1,67842,38238,14588
3,1,137,1,92051,48225,14568
3,1,138,1,111133,57131,14706
3,1,139,1,124394,64595,14636
3,1,140,1,133807,70023,14398
3,1,141,1,10853,10804,10251
3,1,142,1,11416,11436,10374
3,1,143,1,12689,12190,10405
3,1,144,1,16191,14732,10284
3,1,145,1,25410,18928,10600
3,1,146,1,43495,25303,10277
3,1,147,1,68015,34040,10348
3,1,148,1,91372,43827,10569
3,1,149,1,109564,52467,10478
3,1,150,1,121420,58909,10380
3,1,151,1,7130,7124,6761
3,1,152,1,7314,7306,6810
3,1,153,1,8093,7779,6828
3,1,154,1,9088,8720,6977
3,1,155,1,12856,10922,6794
3,1,156,1,23231,15078,6833
3,1,157,1,43835,21786,6825
3,1,158,1,68419,30160,6712
3,1,159,1,90481,39293,6872
3,1,160,1,107013,47853,6793
3,1,161,1,4092,4023,4040
3,1,162,1,4133,4139,3953
3,1,163,1,4354,4383,4010
3,1,164,1,4945,4775,3995
3,1,165,1,6168,5637,3809
3,1,166,1,10342,7667,4024
3,1,167,1,22158,11724,3881
3,1,168,1,43903,18334,3884
3,1,169,1,67884,26739,4054
3,1,170,1,87804,34942,3961
3,1,171,1,2054,2081,1998
3,1,172,1,2023,2117,2090
3,1,173,1,2194,2087,2013
3,1,174,1,2424,2189,2042
3,1,175,1,2720,2550,1907
3,1,176,1,4021,3368,2021
3,1,177,1,8315,5082,1951
3,1,178,1,20966,8851,2019
3,1,179,1,42504,14871,1999
3,1,180,1,66083,23204,2030
3,1,181,1,816,811,870
3,1,182,1,850,838,862
3,1,183,1,863,878,849
3,1,184,1,919,918,858
3,1,185,1,1051,1006,830
3,1,186,1,1286,1138,816
3,1,187,1,2431,1714,831
3,1,188,1,6963,3293,871
3,1,189,1,20798,6620,851
3,1,190,1,42355,12900,906
3,1,191,1,284,259,304
3,1,192,1,264,268,267
3,1,193,1,344,262,311
3,1,194,1,312,315,310
3,1,195,1,311,295,265
3,1,196,1,408,391,306
3,1,197,1,583,507,318
3,1,198,1,1661,982,291
3,1,199,1,6417,2154,278
3,1,200,1,21113,5574,312
3,1,201,1,35033,34779,31148
3,1,202,1,41010,38464,31003
3,1,203,1,54420,46534,30849
3,1,204,1,77111,56722,31124
3,1,205,1,103687,67592,30755
3,1,206,1,123110,77460,31303
3,1,207,1,138482,86160,31388
3,1,208,1,147253,91575,31052
3,1,209,1,154766,96828,30530
3,1,210,1,161410,101665,30908
3,1,211,1,27305,26503,25038
3,1,212,1,30283,29654,25123
3,1,213,1,37269,34505,24340
3,1,214,1,53083,41257,24537
3,1,215,1,78374,52306,25034
3,1,216,1,102760,62135,25228
3,1,217,1,120397,70363,24545
3,1,218,1,132957,77648,24314
3,1,219,1,143758,84487,24634
3,1,220,1,151022,90149,24929
3,1,221,1,20370,20853,19329
3,1,222,1,22523,21578,19076
3,1,223,1,26656,24631,19286
3,1,224,1,35758,29465,20022
3,1,225,1,53490,37120,19078
3,1,226,1,79424,47333,19325
3,1,227,1,101617,57182,19594
3,1,228,1,118365,65163,19356
3,1,229,1,130956,72488,19171
3,1,230,1,141440,78929,19664
3,1,231,1,15332,15310,14639
3,1,232,1,16036,16101,14928
3,1,233,1,18161,17490,14704
3,1,234,1,22520,20686,14502
3,1,235,1,33970,25652,14328
3,1,236,1,54261,33303,14523
3,1,237,1,79338,42672,14529
3,1,238,1,100822,51730,14423
3,1,239,1,116184,59324,14189
3,1,240,1,128653,67141,14759
3,1,241,1,10745,10752,10408
3,1,242,1,11000,10983,10503
3,1,243,1,12132,11625,10450
3,1,244,1,13935,13339,10204
3,1,245,1,20007,16483,10477
3,1,246,1,32526,21730,10488
3,1,247,1,54713,29327,10452
3,1,248,1,79733,38706,10469
3,1,249,1,98364,46775,10194
3,1,250,1,114175,54667,10302
3,1,251,1,6899,6906,6609
3,1,252,1,7236,6953,6578
3,1,253,1,7586,7365,6781
3,1,254,1,8293,8060,6979
3,1,255,1,10593,9557,6895
3,1,256,1,16608,12674,6753
3,1,257,1,31242,17855,6957
3,1,258,1,54811,25686,6967
