7,1,1,1,42609,43096,42527,42198,41924,39107,31319
7,1,2,1,63347,62766,61224,59329,55193,46233,30616
7,1,3,1,126151,119304,110193,97537,81013,58341,30838
7,1,4,1,189439,180634,165343,142140,110025,71125,31116
7,1,5,1,198478,195183,186228,166233,130169,80533,30674
7,1,6,1,199602,198238,193090,178018,144296,89816,31171
7,1,7,1,199791,199205,196103,184784,153490,95535,30985
7,1,8,1,199872,199631,197844,188978,160511,101459,31212
7,1,9,1,199900,199791,198447,190837,163991,103797,30578
7,1,10,1,199898,199804,198842,192534,167577,107310,30880
7,1,11,1,31445,30625,31632,30991,30952,30129,24224
7,1,12,1,43029,42453,42086,41512,39417,35025,25121
7,1,13,1,83433,79564,74224,66815,57036,43222,24965
7,1,14,1,167725,154377,136457,113220,85524,54747,24817
7,1,15,1,195435,188635,173999,148702,111252,65473,24357
7,1,16,1,199073,196325,187854,167273,128756,75369,24805
7,1,17,1,199667,198520,193455,177439,140521,82223,24467
7,1,18,1,199830,199280,196124,183397,149663,88311,24578
7,1,19,1,199884,199547,197260,187341,155605,93057,24860
7,1,20,1,199873,199654,197907,189340,159546,96830,25129
7,1,21,1,23329,22774,23187,23073,23382,22993,19426
7,1,22,1,29168,28785,28775,28764,27756,25600,19294
7,1,23,1,49772,48915,47303,44762,39675,31765,19497
7,1,24,1,124488,112703,98584,81314,62168,41364,19463
7,1,25,1,186781,174510,154490,125905,89804,51824,19367
7,1,26,1,197422,192030,178859,153147,111973,61617,19076
7,1,27,1,199239,196940,188781,167512,126667,69863,19248
7,1,28,1,199733,198775,194074,177669,138430,76918,19428
7,1,29,1,199812,199244,195987,182618,146218,81745,19289
7,1,30,1,199885,199545,197066,185428,150966,86264,19443
7,1,31,1,16706,16695,16705,16618,16862,16560,14665
7,1,32,1,19296,19592,19721,19385,18963,18221,14821
7,1,33,1,29058,28862,28719,27836,26325,22547,14812
7,1,34,1,72527,66804,60166,51615,41476,28817,14399
7,1,35,1,164544,146813,123952,96689,66800,38333,14542
7,1,36,1,193069,183045,164406,133881,92762,48657,14571
7,1,37,1,198359,194109,182047,155567,111478,57650,14719
7,1,38,1,199481,197535,190014,169111,126610,65891,14822
7,1,39,1,199694,198606,193492,176223,135413,71500,14797
7,1,40,1,199857,199291,195693,181508,142991,76779,14899
7,1,41,1,11361,11514,11417,11193,11305,11291,10453
7,1,42,1,12748,12910,12719,12918,12802,12339,10430
7,1,43,1,16812,16822,16767,16620,16287,14428,10308
7,1,44,1,33495,32443,30978,28419,24632,18773,10350
7,1,45,1,113621,97849,80751,62223,43298,25705,10501
7,1,46,1,181509,165319,140388,107236,70124,35331,10645
7,1,47,1,195939,187807,170243,138871,93645,44642,10391
7,1,48,1,198910,195460,184399,157627,111198,53606,10620
7,1,49,1,199467,197632,190024,168035,122712,59678,10329
7,1,50,1,199736,198712,193462,175150,132134,65945,10540
7,1,51,1,7315,7353,7040,7247,7435,7230,6766
7,1,52,1,7994,7824,7804,7775,7849,7822,6987
7,1,53,1,9420,9271,9181,9146,9415,8663,6891
7,1,54,1,15333,15158,15066,14359,13101,11096,6875
7,1,55,1,49604,44287,38017,31161,23014,14982,6723
7,1,56,1,149058,126598,100201,71514,44383,22122,6815
7,1,57,1,188193,173750,149393,113745,70766,31378,6930
7,1,58,1,197060,190331,173426,140676,91886,40096,6667
7,1,59,1,198839,195447,184489,157081,107696,47861,6727
7,1,60,1,199534,197752,190338,167337,119768,55137,6932
7,1,61,1,4344,4222,4247,4332,4154,4149,3869
7,1,62,1,4321,4471,4310,4548,4369,4430,3852
7,1,63,1,4952,4972,4939,5060,5070,4829,3997
7,1,64,1,6657,6824,6653,6694,6222,5632,4006
7,1,65,1,16102,15429,14248,12525,10552,7592,3881
7,1,66,1,80144,65159,50090,35743,22671,11804,3962
7,1,67,1,166284,143925,113957,79291,45434,19074,4086
7,1,68,1,191164,178277,153399,115735,69625,27484,3884
7,1,69,1,197421,190895,174111,140423,89920,36122,3989
7,1,70,1,198736,195092,183169,154191,102901,42440,3898
